_id,creator,image,inventoryspace,productcategory,productdescription,productname,productprice,productquantity,shippingmethod,status,totalinventoryspace
646b848e10e18973d66f7b89,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/b49e0eec-e4a3-4b41-8700-5198eedaee36_1.904b9c546bf9a86a4e2aa10a44f61121.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Pets,|,Auburn Leathercrafters Tuscany Leather Dog Collar,50,20,ahmedpandit48@gmail.com,active,100
646b848e10e18973d66f7b8a,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/dcd79e5e-76b7-42f7-9664-9745be14008e_1.4053ef571358306b50aa5bee647bb6c1.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Beauty,"Eau De Parfum Spray 2 Oz|Women's Jimmy Choo Blossom By Jimmy Choo","Women's Jimmy Choo Blossom By Jimmy Choo",57,20,ahmedpandit48@gmail.com,active,100
646b848e10e18973d66f7b8b,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/e46db349-bef4-4815-8ff4-5a4507099799_1.1285549a858d2c76424305c5b408a0b1.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Beauty,"Radiant Smoothing Cream Cleanser Cleanse your way towards younger-looking, revitalized skin with Revitalift Radiant Smoothing Cream Cleaner. This gentle foaming cleanser helps to remove all traces of makeup and impurities. It gently exfoliates dead skin cells and helps enhance skin smoothness and radiance. This new generation cleanser complements your daily RevitaLift anti-aging moisturizer action.| Product Features With revitalizing vitamin C &amp; gentle exfoliating action Complements your daily Revitalift anti-aging moisturizer action Dermatologist tested for gentleness. All skin types L'Oral USA, Inc., New York, NY, 10017.","L'Oreal Paris Skin Expertise Revitalift Radiant Smoothing Cream Cleanser, 5.0 fl oz",57,20,ahmedpandit48@gmail.com,active,100
646b848e10e18973d66f7b8c,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/f5b7f55a-1977-4fcd-b042-bdf6ab149790_1.056e8edc5d35af24b529e0b384d782ad.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Beauty,"|An oriental spicy fragrance for unisex Inspired by a dry &amp; hot wind in Morocco Splendid, seductive &amp; passionate Contains notes of honey, musk, incense &amp; tobacco leaf Infused with hay sugar, amber, iris, rose &amp; sandalwood Ideal for all occasions",Chergui Eau De Parfum Spray-50ml/1.69oz,113,20,ahmedpandit48@gmail.com,active,100
646b848e10e18973d66f7b8d,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/7d3022ff-4403-4afc-9079-46f8e589f06c_1.368aacd643c7b4328186dacb21207f16.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Beauty,"|Toujours Moi By Dana Fragrance Giftset Set-Eau De Cologne Spray 4 Oz &amp; Cologne Spray 1 Oz For Women Sandalwood And Vetiver, With A Floral Touch And Musky Undertones.",Toujours Moi Set-Eau De Cologne Spray 4 Oz & Cologne Spray 1 Oz By Dan,57,20,ahmedpandit48@gmail.com,active,100
646b848e10e18973d66f7b8e,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/4eb2c45d-088e-4a05-99a9-fc1d95a7054a_1.c511182c3eefbcc3338e508b5f90b110.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Beauty,"Cotton Rounds, Take Alongs, Bag 30 CT Resealable. Press to seal. Premium products. Cotton. Perfect for all your cosmetic needs! 100% cotton. Luxuriously soft - Made from 100% pure natural cotton. Textured Pad: embossed texture great for skin care; can be used to control shine. www.uscotton.com. www.swisspers.com. Made in the USA. 30 count 531 Cotton Blossom Circle Gastonia, NC 28054-5245 800-321-1029| Cotton Rounds, Take Along Resealable. Press to seal. Premium products. Cotton. Perfect for all your cosmetic needs! 100% cotton. Luxuriously soft - Made from 100% pure natural cotton. Textured Pad: embossed texture great for skin care; can be used to control shine. www.uscotton.com. www.swisspers.com. ",Swisspers 30ct Round Take A Long,57,20,ahmedpandit48@gmail.com,active,100
646b848e10e18973d66f7b8f,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/25014228-3a37-4000-87ac-153bf6931ca3_1.77d89ce8d986d934edfedfa7876d7a0c.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Beauty,|Oliga Calura Permanent Shine Hair Color 2 fl.oz. (9-8) 9B,Oliga Calura Permanent Shine Hair Color 2 fl.oz. (9-8) 9B,57,20,ahmedpandit48@gmail.com,active,100
646b848e10e18973d66f7b90,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/a7133b0a-8740-4bb9-b471-04aa7168c94d_1.a2cfcc7a60e1041a8ab73d6841f36fc5.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Beauty,|Double Wear Stay In Place Makeup SPF 10 - No. 93 Cashew (3W2) 1oz,Double Wear Stay In Place Makeup SPF 10 - No. 93 Cashew (3W2) 1oz,52,20,ahmedpandit48@gmail.com,active,100
646b848e10e18973d66f7b91,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/66a69ed0-1517-492c-b559-3e41db8ef941_1.554e9cd39c5e262be7a40ae9ba4c5a08.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Beauty,|Be Delicious Crystallized Eau De Parfum Spray 1.7oz,Be Delicious Crystallized Eau De Parfum Spray 1.7oz,57,20,ahmedpandit48@gmail.com,active,100
646b848e10e18973d66f7b92,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/cb304f91-46c0-47b9-b3e1-38b752f1f0c6_1.6e922de26930e4ad79515a5951f4da5f.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Beauty,"Total Effects, 7 in One, Dark Circle Minimizing CC Cream, Box 0.2 OZ 7 in One. Color + correction. Brush applicator. Instant skin perfecting coverage + correction to reduce the appearance of darkness under the eyes. Total Effects Fights 7 Signs of Aging: 1. Dark Circles: immediately reduces the appearance of dark circles. 2. Fine Lines: reduces the look of wrinkles. 3. Puffy Eyes: massage to reduce the look of puffiness. 4. Loss of Firmness: hydrates for firmer skin appearance. 5. Uneven Texture: visibly renews skin texture. 6. Uneven Tone: evens skin tone. 7. Dryness: provides nourishing moisture. Why is this product right for you? This gentle brush provides instant skin perfecting coverage + correction to reduce the appearance of darkness under the eyes. For perfecting coverage + correction beyond the eyes, use with Total Effects CC Tone Correcting Moisturizer with Sunscreen. Www.olay.com. Prior to first use, click end of pen several times to begin product flow. Click 1-2 times and use the gentle brush applicator to apply product. Use finger to massage and blend any excess until absorbed. Avoid contact with eyes. If contact occurs, rinse thoroughly with water. To clean, wipe brush with dry cloth or tissue. 0.2 fl oz (6 ml) Cincinnati, OH 45202 800-285-5170|CC Cream, Dark Circle Minimizing","P & G Olay Total Effects CC Cream, 0.2 oz",57,20,ahmedpandit48@gmail.com,active,100
646b848e10e18973d66f7b93,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/e97e7994-7278-4b8e-8259-4d957a36c8bf_1.ce5f3f04a1d122b0eccec0c9af1ff156.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Beauty,|Browse through a wide collection of apparel accessories created for different occasions and styles to suit individual choices. Our items are specially designed to be attractive and affordable and would surely impress anybody with the exceptional finish and looks. Features Knit Headbands with Rhinestone Embellishment These headbands come in assorted colors One size fits most adults Case of 120 Specifications Weight: 0.21 lbs - SKU: ERS43172,Eros ATT882930 Knit Headbands with Rhinestone Embellishment - Case of 120,354,20,ahmedpandit48@gmail.com,active,100
646b848e10e18973d66f7b94,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/d539eabe-6143-491a-aa20-105ac17a4906_1.b72f2d5b641150a6df8c36728d11e751.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Beauty,"|Strawberry Shortcake 'Dolls' Compact Mirrors / Favors (4ct)","Strawberry Shortcake 'Dolls' Compact Mirrors / Favors (4ct)",57,20,ahmedpandit48@gmail.com,active,100
646b848e10e18973d66f7b95,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/4ae63feb-f44f-4fd9-ab66-db776a1b5215_1.cfd7f245173306aa123ca745ee2c50ea.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Beauty,"Color Pop Polish - Frisky|LA Girl Color Pop Polish, Frisky, 0.47 Oz","LA Girl Color Pop Polish, Frisky, 0.47 Oz",57,20,ahmedpandit48@gmail.com,active,100
646b848e10e18973d66f7b96,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/4d5076cf-5289-4cc4-8d8b-0f94860bbddc_1.fddec075573305d990328c52bddf8d2f.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Beauty,"|Regarding Acrylic Acrylic is a useful, clear plastic that resembles glass. But it has properties that make it superior to glass in many ways. It is many times stronger than glass, making it much more impact resistant and therefore safer. Acrylic also insulates better than glass, potentially saving on heating bills. Adding to this favorable array of properties, a transparency rate of 93% makes acrylic the clearest material known. Very thick glass will have a green tint, while acrylic remains clear. Note : 1,Although it has a hard and clear surface, please avoid sharp scratch to keep its aesthetic. 2,Acrylic also insulates better than glass or plastic, but please don't close to the source of ignition to avoid damaging. 3,Cosmetic organizer isn't the Anti-Pressure product, please don't place too heavy articles.",Beauty Acrylic Makeup Organizer Luxury Cosmetics Acrylic Clear Case Storage Insert Holder Box (1303),57,20,ahmedpandit48@gmail.com,active,100
646b848e10e18973d66f7b97,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/cd582a60-da0b-47fd-b82a-0474c280a4b9.da58aacc2f50e60c89989f7b26c00b41.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Beauty,|Ultra Slick Lipstick - # Pure Impulse 0.13oz,Ultra Slick Lipstick - # Pure Impulse 0.13oz,57,20,ahmedpandit48@gmail.com,active,100
646b848e10e18973d66f7b98,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/4b502667-29b9-4a14-a2a5-6427c99b4ca8_1.5386fbc308db80ab4da76c513a751166.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Beauty,GEL-558 I DO!|Jessica GELeration Soak-Off Gel Polish,Jessica GELeration Soak-Off Gel Polish 0.5oz/ 15ml (GEL-558 I DO!),57,20,ahmedpandit48@gmail.com,active,100
646b848e10e18973d66f7b99,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/a431ed46-1264-40c4-af29-0e8cc7c854a2_1.f9fdc39ae9b563630899752c8220a065.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Beauty,"EDT SPRAY 1 OZ|LYON'S LEGACY EMPIRE by Simon James London EDT SPRAY 1 OZ","LYON'S LEGACY EMPIRE by Simon James London EDT SPRAY 1 OZ",69,20,ahmedpandit48@gmail.com,active,100
646b848e10e18973d66f7b9a,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/1d7b930f-dd14-4179-85a8-1b9d3b91805b_1.681cc84697196fa3975dbae62cff2958.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Beauty," The item you will be getting is Tory Burch Absolu Roller Ball 0.2 oz / 6 ml Eau De Parfum. It is in the category Eau De Parfum. It is a BRAND NEW product Product condition: Sealed, Never Used. The picture is an ACCURATE REPRESENTATION. Please contact us if you need a specific batch. All our products are 100% AUTHENTIC . If there is any issue with the item, please contact us before leaving feedback. We will resolve ALL issues within 24 business hours and RESHIP VIA PRIORITY MAIL if needed. |Tory Burch Absolu Roller Ball 0.2 oz / 6 ml Eau De Parfum",Tory Burch Absolu Roller Ball 0.2 oz / 6 ml Eau De Parfum,57,20,ahmedpandit48@gmail.com,active,100
646b848e10e18973d66f7b9b,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/64d1240f-dd69-4c39-b15e-fbc7fb851c28_1.d6beaeedbd5ae286ed78a2f9a439f8e4.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Beauty,"|Launched in 1992 by Fubu, FUBU PLUSH is classified as a fragrance. This feminine scentis a refreshing blend of coriander, mimosa, vanilla, musk and sandalwood. It is recommended for daytime wear.",Fubu Eau De Parfum Spray 1 oz,57,20,ahmedpandit48@gmail.com,active,100
646b848e10e18973d66f7b9c,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/9982c1d3-add7-425b-ad42-7fc0737fcafa_1.44233b5cb411f6dc3dbd7439d4a12f05.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Beauty,"|CSC Spa offers a complete line of saloon and spa products. We offer high quality products for hair, skin and nails. We create unique and patented aesthetic saloon equipment, furniture and tools. We are committed to create spa furniture that is modern, functional &amp; aesthetically appealing. All of our solutions are designed with your workday in mind, with performance and savings that are always at work for you. This portable device uses bio wave energy &amp; vibration to remove wrinkles around eyes, lift facial skin and penetrate products such eye creams and essence deeper into the eye area &amp; skin. Features Bio Wave Eye Wrinkle Remover - SKU: CLSPC302",CSC Spa KD-8908 Bio Wave Eye Wrinkle Remover,75,20,ahmedpandit48@gmail.com,active,100
646b848e10e18973d66f7b9d,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/6821b981-0275-4452-8835-06d2e30b4463_1.e74b2d06feba82fa511e6d8fc73b7045.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Beauty,|,Invictus by Paco Rabanne,57,20,ahmedpandit48@gmail.com,active,100
646b848e10e18973d66f7b9e,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/f7019dab-070d-42e8-9bd5-d93c2c8e7429_1.29ae2251dd18ece68ad840ca134f1afe.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Beauty,"If you want to enhance the color of your hair and make sure that it stays perfectly true to you, Clairol Nicen Easy permanent color crme gives you the nicest and easiest way to refresh your look from the comfort of your home. Our breakthrough Color Care permanent crme has conditioners built into every step. It gives you 100 percent gray coverage with real natural looking tones and highlights while being kind to your hair. Whats better? Its nicen easy. Plus, it helps you keep gray hair at bay by providing real, natural looking luminous color. With Clairol Nicen Easy permanent coloring crme you get the color that cares for your hair. Color: 5 Medium Brown. Gender: Female.|Clairol Nice 'N Easy Medium Brown (Pack of 20)","Clairol Nice 'N Easy Medium Brown (Pack of 20)",217,20,ahmedpandit48@gmail.com,active,100
646b848e10e18973d66f7b9f,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/b10fdde8-c0b4-4920-bca8-1a667022ffe9.c078ff06746ca80d84d883910ab388c3.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Beauty,"Adore Shining Semi Permanent Hair Color|What it is: Adore, the new and innovative, Semi-Permanent Hair Color will infuse each strand with a vibrant burst of luxurious color with No Ammonia, No Peroxide, and No Alcohol.What it does: Adore is a Semi-Permanent Hair Color that deposits natural looking color while giving your hair a healthy resilient shine, leaving your hair in better condition than before coloring.What else you need to know: Adore's exclusive formula offers a perfect blend of natural ingredients providing rich color, enhancing shine, and leaving hair soft and silky.Deionized water (Aqua), aloe vera (aloe barbadensis), citric acid, hydrolyzed collagen, octoxynol-9, hydroxypropylmethylcellulose, ppg-1, peg-9 lauryl glycol ether, methylchoroisothiazolinone, methylisothiazolinone, propylene glycol, sodium citrate, fragrance (parfum) May Contain: CI48035, CI11320, CI11055, CI51004, CI42420, CI 27720, CI48055. Shampoo, and towel dry Use protective cream around hair line Apply hair color 1/8&quot; from scalp, and comb through thoroughly Cover with plastic cap, and process with heat for up to 15 mins Rinse and shampoo completelyProduct Options Available are as follows: Color : 10 Crystal Clear Color : 104 Sienna Brown Color : 106 Mahogany Color : 106 Mahogany Color : 107 Mocha Color : 108 Medium Brown Color : 109 Dark Chocolate Color : 110 Darkest Brown Color : 112 Indigo Blue Color : 113 African Violet ado02-114 Color : 116 Purple Rage Color : 117 Aquamarine Color : 118 Off Black Color : 120 Black Velvet Color : 121 Jet Black Color : 130 Blue Black Color : 30 Ginger Color : 38 Sunrise Orange Color : 39 Orange Blaze Color : 46 Spiced Amber Color : 48 Honey Brown Color : 52 French Cognac Color : 56 Cajun Spice Color : 58 Cinnamon Color : 60 Truly Red Color : 64 Ruby Red Color : 68 Crimson Color : 69 Wild Cherry Color : 70 Raging Red Color : 72 Paprika Color : 76 Copper Brown Color : 78 Rich Amber Color : 80 Pink Fire Color : 81 Hot Pink Color : 82 Pink Rose Color : 84 Rich Fuchsia Color : 86 Raspberry Twist Color : 88 Magenta Color : 94 Bordeaux Color : 83 Fiesta Fuchsia Color : 90 Lavender Color : 71 Intense Red 4.612",Adore Shining Semi Permanent Hair Color - 79 Burgundy Envy,57,20,ahmedpandit48@gmail.com,active,100
646b848e10e18973d66f7ba0,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/8dbbc233-a903-41d4-94f5-1cc5fec8c7e7_1.e00baddeecfdc55c0c078e6ebb40866d.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Beauty,"Juzo 30-40 mmHg, Dynamic, Knee, Max, OT, Short, 3.5cm Silicone, Model 3512MXAD3SBSH IV|Juzo Dynamic Stockings help you live an active life, more comfortably. With the high degree of containment, they deliver firm therapeutic compression for the management of Edema, Lymphedema and advanced Venous Disease.Country of Origin: &nbsp;USA and/or Imported","30-40 mmHg, Dynamic, Knee, Max, OT, Short 3.5cm Silicone",74,20,ahmedpandit48@gmail.com,active,100
646b848e10e18973d66f7ba1,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/e906afec-6a5c-4a77-8456-b142577ac660_1.6f5c2b28c7672cd603470bfdd421dc3e.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Beauty,"These are first quality, tough plastic molds made by one of the leading manufacturers of candy and soap molds in the United States. They are durable and reusable. Made of clear, environmentally friendly PETG plastic. Not for use with hard candy. Cannot be washed in dishwasher. FDA approved for use with food preparation. Not suitable for children under 3.| 2 cavities; Dimensions per cavity: 4&quot;x 2-3/8&quot; lifesize; Cavity capacity in oz: 2.0 Includes FREE Cybrtrayd Copyrighted Chocolate Molding Instructions Bundle includes 6 Molds Uses: Chocolate, soap, plaster ","Bulb Chocolate Candy Mold with Exclusive Cybrtrayd Copyrighted Molding Instructions, Pack of 6",57,20,ahmedpandit48@gmail.com,active,100
646b848e10e18973d66f7ba2,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/b59ca90c-b1f9-4f27-881b-6b89de2c0456_1.2c61fb96ba82cc0f071bba69ca162741.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Beauty,"Raspberry Chamomile Tea (Loose) (8 oz, ZIN: 530881): Our Raspberry Chamomile Tea is a delicious flavored Chamomile tea with Raspberry Leaf (Red) that you will enjoy relaxing with anytime! - Ingredients: Chamomile tea, Raspberry Leaf (Red) and natural raspberry flavor. - Hot tea brewing method: Bring freshly drawn cold water to a rolling boil. Place 1 teaspoon of tea for each desired cup into the teapot. Pour the boiling water into the pot, cover and let steep for 2-4 minutes. Strain and pour into your cup; add milk and natural sweeteners to taste. - Iced tea brewing method: (to make 1 liter/quart): Place 5 teaspoons of tea into a teapot or heat resistant pitcher. Pour 1 1/4 cups of freshly boiled water over the tea itself.|Raspberry Chamomile Tea (Loose) (8 oz, ZIN: 530881)","Raspberry Chamomile Tea (Loose) (8 oz, ZIN: 530881)",57,20,ahmedpandit48@gmail.com,active,100
646b848e10e18973d66f7ba3,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/7741d0ac-66f8-41d6-8908-37646f2fe44d.a580737762b10a82eec461149eb554f2.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Beauty,"This new Ames Walker lymphedema armsleeve is designed with a 1&quot; band with silicone strips to provide stay-up support. It helps to manage limb swelling, and the soft fabric makes it easy to put on and take off. The 20-30 mmHg provides firm compression should be used in cases of moderate to severe lymphedema, where there may be some shape distortion. Lymphedema armsleeves are intended to help manage edema swelling in the arm, quite often due to post-mastectomy conditions. Features: 20-30 firm compression contains edema Stylish fabric blends in with your daily wardrobe 75% Nylon, 25% Spandex Made in the USA *The ensure proper fit, please take your measurements precisely.&nbsp;If your measurements are borderline for the next size, you may consider picking the next size up to ensure a comfortable fit.|Ames Walker Women's AW Style 7061 Lymphedema Compression Armsleeve w/ Silcone Band - 20-30 mmHg AW7061-P","Ames Walker Women's AW Style 7061 Lymphedema Compression Armsleeve w/ Silcone Band - 20-30 mmHg AW7061-P",57,20,ahmedpandit48@gmail.com,active,100
646b848e10e18973d66f7ba4,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/f92b8cb3-82ef-47d4-aafe-c6ac3d2d9934.a610d580682d49453969c0be77b658a0.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Beauty,"#ESH - 85 watt - 82 volt - MR16 - Bi-Pin (GY5.3) Base - 2,950K | Eiko Incandescent Projector Light Bulb| Color Temperature: 2,950K Average Lifetime: 250 hours ",Eiko 02760 - ESH Projector Light Bulb,57,20,ahmedpandit48@gmail.com,active,100
646b848e10e18973d66f7ba5,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/3a191f32-d19a-4382-9e15-0bc20b13ad99.ef7db1f2954c5022620cd4f59b685f2f.png?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Beauty,"Coastal Pet Products 06343 PKB14 3/8 Inch Nylon Standard Adjustable Dog Harness, X-Small, 10 - 18 Inch Girth, Pink Bright|Our Adjustable Nylon Dog Harness features high-quality, durable nylon, making it a great everyday harness. Available in a variety of colors, this harness is completely adjustable to get just the right fit for most dogs. Plus, our unique, curved, snap-lock buckle provides added comfort at every step. Features: D-ring on back for easy leash attachment Quality guaranteed Not for use with tie-outs Ideal for walks Harnesses are great walking tools Adjustable nylon harnesses have girth and chest adjustment slides ","Coastal Pet Products 06343 PKB14 3/8 Inch Nylon Standard Adjustable Dog Harness, X-Small, 10 - 18 Inch Girth, Pink Bright",57,20,ahmedpandit48@gmail.com,active,100
646b848e10e18973d66f7ba6,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/3adb601c-b6c8-40d6-a6d5-b4ae7936037b_1.4e8cf6ed73d3eaf2627932a65662fdfc.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Beauty,"Jazz up your wedding, anniversary or birthday cakes with a stunning monogram from our Sparkling collection!| Unik Occasions Sparkling Collection Monogram Cake Topper, Silver: Material: Alloy and Czech Crystal Rhinestones Front of the letter is covered with rhinestones Includes 4.5&quot; long prongs ","Unik Occasions Sparkling Collection Monogram Cake Topper, Silver",57,20,ahmedpandit48@gmail.com,active,100
646b848e10e18973d66f7ba7,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/78c21454-346f-46e1-87d3-572bfba6bd9c_1.ac947d8565c30b527165f1d5f6ad526b.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Beauty,"This protects flowers and edibles. Kills 100+ listed insects fast. Kills Aphids, Caterpillars, Japanese Beetles, Leafhoppers, Leaf Miners, Psyllids, Scale, Thrips, Whiteflies and other garden pests listed. Won't harm plants or blooms. Available in the following sizes: 32-ounce bottle, one gallon bottle.| Ortho Flower, Fruit &amp; Vegetable Insect Killer Ready-To-Use, 32 oz: Overview and Benefits: Available sizes: 32 oz bottle, 1 gal bottle How to Use: Shake container gently before using Adjust spray nozzle to give a fine spray Hold sprayer 8 to 12&quot; from the plant to be treated Direct spray toward the upper and lower leaf surfaces and stems where pests appear Spray only until surface is wet When to Apply: Apply to outdoor plants as soon as insect problems are noticed How Often to Apply: Days to wait to reapply: flowers and Ornamentals: 7; Vegetables: 7; Citrus Fruits: 7; Pome Fruits: 12 Max applications per season: flowers and Ornamentals: 5; Vegetables: 4; Citrus Fruits: 5; Pome Fruits: 4 Where to Apply: On roses, flowers, shrubs and listed fruits and vegetables Associated Plants: On roses, flowers, shrubs and listed fruits and vegetables See label for listed fruits and vegetables Benefits: Kills insects on Flowers and Edibles, without harming plants or blooms Packaging: Bottle Active Ingredients: 0.006% Acetamiprid This is not the product label, always read and follow the product label before use ","Ortho Flower, Fruit & Vegetable Insect Killer Ready-To-Use, 32 oz",57,20,ahmedpandit48@gmail.com,active,100
646b848e10e18973d66f7ba8,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/a1a38cb1-de8a-4047-b559-90d1305ff0a1_1.3fe10dd546506e82fc0cca848d7ff1dc.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Beauty,"Insurrection by Reyane 3.3 oz EDT for women|Size: 3.4 oz 100 ml Fragrance Type: Eau deToilette Spray Packaging: Original RetailBox At ForeverLux, we offer only100% authentic brand name products. The item&nbsp;is&nbsp;brand new and is inthe manufacture's original packaging. &nbsp; ",Insurrection by Reyane 3.3 oz EDT for women,57,20,ahmedpandit48@gmail.com,active,100
646b848e10e18973d66f7ba9,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/76cfbb26-daa6-41f9-9b77-4f16c8ee29a6_1.36f6577fb6aa87979917441bfd7c66d0.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Beauty,"Like my costume? Screen Print Pet Hoodies Bright Pink Size M (12)|A poly/cotton sleeved hoodie for cold weather days, double stitched in all the right places for comfort and durability!",Like my costume? Screen Print Pet Hoodies Bright Pink Size M (12),57,20,ahmedpandit48@gmail.com,active,100
646b848e10e18973d66f7baa,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/e81267e2-6d3f-4a9e-959e-3fa81c4c0af5_1.69a750e3dd5d4ca175f37c1aa62574ee.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Beauty,EAU DE PARFUM ROLLERBALL .33 OZ MINI|COUTURE LA LA JUICY COUTURE by Juicy Couture EAU DE PARFUM ROLLERBALL .33 OZ MINI,COUTURE LA LA JUICY COUTURE by Juicy Couture EAU DE PARFUM ROLLERBALL .33 OZ MINI,57,20,ahmedpandit48@gmail.com,active,100
646b848e10e18973d66f7bab,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/8b3f7834-c020-4b12-b77a-bf0227632160_1.123821ffef9e69a180959697a3077e3d.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Beauty,Ice Bag Relief Pak - Item Number 111061EA|Manufacturer # 111061 Brand Relief Pak&reg; English Ice Cap Manufacturer Fabrication Enterprises Application Ice Bag Dimensions 9 Inch Material Rubberized Fabric Size Circular Target Area General Purpose UNSPSC Code 42142111 Usage Reusable Features English style ice bags are made of waterproof rubberized fabric with a plastic screw cap Securely keeps ice and water melt inside the bag 1 Each / Each,Ice Bag Relief Pak - Item Number 111061EA,57,20,ahmedpandit48@gmail.com,active,100
